379,792;2,719
380,066;2,727
380,341;2,743
380,615;2,719
380,891;2,719
381,166;2,719
381,443;2,743
381,719;2,751
381,996;2,768
382,274;2,833
382,552;2,922
382,831;3,028
383,109;3,077
383,389;3,077
383,669;3,044
383,949;3,020
384,229;3,020
384,510;3,020
384,792;3,028
385,073;3,028
385,356;3,028
385,638;3,012
385,921;3,012
386,204;3,020
386,488;3,053
386,772;3,036
387,056;2,971
387,341;2,930
387,626;2,930
387,911;2,955
388,197;2,955
388,483;2,971
388,769;3,036
389,056;3,109
389,343;3,183
389,630;3,240
389,918;3,289
390,205;3,297
390,494;3,280
390,782;3,272
391,071;3,272
391,360;3,321
391,649;3,362
391,938;3,386
392,228;3,370
392,518;3,378
392,808;3,403
393,099;3,394
393,390;3,386
393,681;3,411
393,972;3,516
394,263;3,590
394,555;3,639
394,847;3,622
395,139;3,647
395,431;3,704
395,724;3,785
396,017;3,850
396,310;3,915
396,603;3,940
396,896;3,948
397,190;3,932
397,483;3,932
397,777;3,883
398,071;3,834
398,366;3,834
398,660;3,899
398,954;3,997
399,249;4,127
399,544;4,217
399,839;4,249
400,134;4,217
400,430;4,176
400,725;4,168
401,021;4,151
401,316;4,078
401,612;3,989
401,908;3,907
402,204;3,940
402,501;4,037
402,797;4,160
403,094;4,200
403,390;4,192
403,687;4,160
403,984;4,168
404,281;4,184
404,578;4,217
404,875;4,233
405,172;4,225
405,469;4,200
405,767;4,208
406,064;4,241
406,362;4,265
406,659;4,282
406,957;4,290
407,255;4,330
407,553;4,355
407,851;4,379
408,149;4,436
408,447;4,501
408,745;4,567
409,043;4,575
409,341;4,583
409,640;4,583
409,938;4,583
410,237;4,599
410,535;4,615
410,833;4,656
411,132;4,689
411,431;4,737
411,729;4,811
412,028;4,908
412,326;4,933
412,625;4,876
412,924;4,794
413,223;4,811
413,521;4,868
413,820;4,941
414,119;4,965
414,418;4,982
414,717;5,006
415,016;5,055
415,315;5,120
415,613;5,169
415,912;5,185
416,211;5,177
416,510;5,185
416,809;5,226
417,108;5,299
417,407;5,364
417,706;5,397
418,005;5,397
418,303;5,413
418,602;5,454
418,901;5,535
419,200;5,592
419,499;5,641
419,798;5,665
420,096;5,714
420,395;5,763
420,694;5,836
420,993;5,869
421,291;5,877
421,590;5,853
421,889;5,861
422,187;5,918
422,486;5,967
422,785;5,983
423,083;5,983
423,382;6,072
423,680;6,178
423,978;6,292
424,277;6,325
424,575;6,349
424,874;6,357
425,172;6,398
425,470;6,414
425,768;6,455
426,066;6,479
426,364;6,512
426,662;6,545
426,960;6,577
427,258;6,650
427,556;6,724
427,854;6,772
428,152;6,829
428,450;6,878
428,747;6,935
429,045;7,000
429,342;7,066
429,640;7,123
429,937;7,155
430,235;7,123
430,532;7,131
430,829;7,098
431,126;7,131
431,424;7,139
431,721;7,179
432,018;7,236
432,315;7,277
432,611;7,334
432,908;7,367
433,205;7,424
433,502;7,456
433,798;7,464
434,095;7,489
434,391;7,538
434,688;7,627
434,984;7,733
435,280;7,806
435,576;7,814
435,872;7,814
436,168;7,863
436,464;7,985
436,760;8,083
437,056;8,140
437,351;8,164
437,647;8,221
437,943;8,303
438,238;8,400
438,533;8,449
438,829;8,449
439,124;8,466
439,419;8,506
439,714;8,580
440,009;8,620
440,304;8,677
440,599;8,751
440,893;8,848
441,188;8,889
441,483;8,938
441,777;8,970
442,071;9,035
442,366;9,109
442,660;9,182
442,954;9,247
443,248;9,271
443,542;9,320
443,836;9,394
444,130;9,483
444,423;9,556
444,717;9,654
445,011;9,752
445,304;9,817
445,597;9,841
445,891;9,898
446,184;9,988
446,477;10,085
446,770;10,142
447,063;10,175
447,356;10,159
447,648;10,142
447,941;10,199
448,233;10,313
448,526;10,387
448,818;10,387
449,110;10,395
449,403;10,492
449,695;10,623
449,987;10,737
450,279;10,834
450,570;10,916
450,862;11,030
451,154;11,136
451,445;11,225
451,737;11,298
452,028;11,396
452,320;11,494
452,611;11,567
452,902;11,673
453,193;11,811
453,484;11,933
453,775;11,941
454,065;11,933
454,356;11,950
454,647;12,031
454,937;12,153
455,227;12,234
455,518;12,308
455,808;12,316
456,098;12,348
456,388;12,373
456,678;12,414
456,968;12,479
457,258;12,527
457,547;12,593
457,837;12,650
458,127;12,731
458,416;12,788
458,705;12,821
458,995;12,796
459,284;12,829
459,573;12,926
459,862;13,057
460,151;13,162
460,439;13,203
460,728;13,244
461,017;13,284
461,305;13,382
461,594;13,529
461,882;13,651
462,171;13,773
462,459;13,797
462,747;13,879
463,035;13,936
463,323;14,042
463,611;14,123
463,899;14,188
464,186;14,253
464,474;14,310
464,761;14,432
465,049;14,562
465,336;14,758
465,624;14,937
465,911;15,116
466,198;15,222
466,485;15,263
466,772;15,319
467,059;15,336
467,346;15,360
467,633;15,360
467,919;15,425
468,206;15,531
468,492;15,670
468,779;15,800
469,065;15,906
469,351;16,003
469,638;16,085
469,924;16,215
470,210;16,378
470,496;16,524
470,782;16,638
471,068;16,720
471,353;16,817
471,639;16,899
471,925;16,988
472,210;17,118
472,496;17,200
472,781;17,232
473,066;17,232
473,352;17,338
473,637;17,485
473,922;17,615
474,207;17,696
474,492;17,786
474,777;17,892
475,062;18,006
475,346;18,112
475,631;18,242
475,916;18,380
476,200;18,527
476,485;18,608
476,769;18,681
477,054;18,746
477,338;18,869
477,622;18,966
477,906;19,056
478,190;19,137
478,474;19,235
478,758;19,341
479,042;19,422
479,326;19,577
479,610;19,707
479,894;19,862
480,177;19,976
480,461;20,147
480,745;20,277
481,028;20,383
481,312;20,513
481,595;20,700
481,878;20,871
482,161;20,977
482,445;21,058
482,728;21,123
483,011;21,156
483,294;21,172
483,577;21,254
483,860;21,416
484,143;21,620
484,426;21,815
484,708;21,937
484,991;22,002
485,274;21,994
485,556;22,051
485,839;22,133
486,121;22,222
486,404;22,304
486,686;22,418
486,969;22,564
487,251;22,702
487,533;22,808
487,815;22,955
488,098;23,126
488,380;23,289
488,662;23,362
488,944;23,435
489,226;23,565
489,508;23,704
489,790;23,793
490,072;23,875
490,353;24,046
490,635;24,225
490,917;24,396
491,198;24,550
491,480;24,697
491,762;24,868
492,043;24,998
492,325;25,177
492,606;25,348
492,888;25,527
493,169;25,690
493,450;25,820
493,732;25,958
494,013;26,032
494,294;26,089
494,576;26,170
494,857;26,309
495,138;26,439
495,419;26,585
495,700;26,756
495,981;26,968
496,262;27,163
496,543;27,399
496,824;27,619
497,105;27,823
497,386;27,896
497,667;27,977
497,947;28,042
498,228;28,164
498,509;28,311
498,790;28,441
499,070;28,555
499,351;28,620
499,632;28,734
499,912;28,905
500,193;29,125
500,473;29,337
500,754;29,499
501,034;29,678
501,315;29,792
501,595;29,866
501,876;29,906
502,156;29,988
502,436;30,167
502,717;30,338
502,997;30,444
503,277;30,533
503,558;30,590
503,838;30,769
504,118;30,973
504,398;31,241
504,679;31,445
504,959;31,486
505,239;31,486
505,519;31,543
505,799;31,722
506,079;31,950
506,359;32,129
506,639;32,259
506,919;32,308
507,200;32,308
507,480;32,340
507,760;32,422
508,040;32,536
508,319;32,698
508,599;32,877
508,879;33,057
509,159;33,171
509,439;33,309
509,719;33,496
509,999;33,740
510,279;33,911
510,559;34,058
510,839;34,172
511,118;34,269
511,398;34,408
511,678;34,579
511,958;34,766
512,238;34,807
512,517;34,815
512,797;34,847
513,077;34,961
513,357;35,075
513,636;35,206
513,916;35,336
514,196;35,433
514,476;35,507
514,755;35,637
515,035;35,759
515,315;35,897
515,594;36,036
515,874;36,207
516,154;36,386
516,434;36,557
516,713;36,728
516,993;36,907
517,273;37,118
517,552;37,428
517,832;37,721
518,112;38,030
518,391;38,291
518,671;38,567
518,950;38,763
519,230;38,934
519,510;38,974
519,789;38,909
520,069;38,755
520,349;38,738
520,628;38,958
520,908;39,471
521,188;40,212
521,467;40,879
521,747;41,311
522,027;41,506
522,306;41,701
522,586;41,970
522,866;42,222
523,145;42,434
523,425;42,548
523,705;42,662
523,984;42,792
524,264;42,971
524,544;43,134
524,823;43,215
525,103;43,232
525,383;43,272
525,662;43,468
525,942;43,793
526,222;44,046
526,501;44,151
526,781;44,200
527,061;44,347
527,340;44,575
527,620;44,746
527,900;44,868
528,180;44,965
528,459;45,153
528,739;45,356
529,019;45,584
529,299;45,788
529,578;45,975
529,858;46,097
530,138;46,203
530,418;46,317
530,698;46,504
530,977;46,691
531,257;46,878
531,537;47,066
531,817;47,196
532,097;47,326
532,377;47,505
532,656;47,790
532,936;48,132
533,216;48,417
533,496;48,604
