3.00	10.9
3.00	10.9
3.00	10.9
3.00	11.0
3.00	11.0
3.00	11.0
3.00	10.9
3.00	10.8
3.00	10.9
3.00	11.0
3.00	10.8
3.00	10.7
3.00	10.8
3.00	10.9
3.00	10.7
3.00	10.7
3.00	10.7
3.00	10.7
3.00	10.7
3.00	10.8
3.00	10.9
3.00	11.2
3.00	11.3
3.00	11.3
3.00	11.4
3.03	11.6
3.19	8.6
3.49	-4.1
3.87	-12.7
4.43	-16.7
5.06	-19.0
5.74	-19.9
6.63	-20.6
7.55	-21.0
8.35	-21.2
9.32	-21.4
10.47	-21.5
11.67	-21.7
12.82	-21.7
14.00	-21.9
15.16	-21.8
16.30	-22.0
17.44	-22.0
18.65	-22.1
19.84	-22.1
21.00	-22.1
22.27	-22.2
23.50	-22.3
24.68	-22.3
25.80	-22.3
26.80	-22.4
27.88	-22.3
28.88	-22.3
29.87	-22.4
30.75	-22.4
31.54	-22.3
32.20	-22.4
32.87	-22.4
33.63	-22.5
34.31	-22.4
34.96	-22.5
35.66	-22.5
36.27	-22.5
36.75	-22.5
37.14	-22.5
37.67	-22.5
38.19	-22.4
38.72	-22.6
39.18	-22.5
39.68	-22.5
40.12	-22.5
40.53	-22.5
40.90	-22.5
41.26	-22.5
41.58	-22.5
41.86	-22.5
42.09	-22.5
42.32	-22.5
42.59	-22.4
42.84	-22.5
43.10	-22.5
43.35	-22.5
43.59	-22.4
43.81	-22.5
44.02	-22.5
44.19	-22.5
44.38	-22.5
44.55	-22.4
44.68	-22.4
44.85	-22.5
45.02	-22.4
45.19	-22.5
45.38	-22.4
45.60	-22.5
45.82	-22.5
45.99	-22.4
46.15	-22.4
46.30	-22.4
46.45	-22.4
46.62	-22.4
46.79	-22.5
47.00	-22.5
47.20	-22.5
47.42	-22.4
47.63	-22.5
47.82	-22.4
47.99	-22.5
48.10	-22.6
48.19	-22.4
48.27	-22.4
48.38	-22.4
48.48	-22.4
48.63	-22.3
48.72	-22.4
48.82	-22.4
48.92	-22.5
49.06	-22.4
49.23	-22.5
49.38	-22.4
49.55	-22.4
49.69	-22.4
49.84	-22.5
49.96	-22.4
50.11	-22.5
50.23	-22.4
50.34	-22.4
50.42	-22.4
50.56	-22.4
50.71	-22.3
50.86	-22.3
51.03	-22.4
51.22	-22.4
51.39	-22.4
51.56	-22.4
51.66	-22.4
51.83	-22.5
51.99	-22.4
52.12	-22.4
52.28	-22.4
52.41	-22.5
52.57	-22.4
52.68	-22.4
52.82	-22.4
52.96	-22.4
53.09	-22.4
53.25	-22.4
53.40	-22.4
53.57	-22.3
53.74	-22.3
53.86	-22.4
54.00	-22.4
54.12	-22.4
54.25	-22.3
54.40	-22.4
54.52	-22.4
54.66	-22.3
54.76	-22.3
54.88	-22.3
55.02	-22.3
55.14	-22.4
55.26	-22.4
55.38	-22.3
55.49	-22.3
55.61	-22.3
55.75	-22.2
55.89	-22.1
56.04	-21.7
56.19	-21.0
56.38	-20.0
56.57	-18.9
56.74	-17.6
56.91	-16.3
57.04	-14.7
57.16	-12.9
57.27	-11.1
57.37	-9.4
57.42	-8.2
57.47	-7.1
57.54	-6.2
57.59	-5.4
57.64	-4.7
57.74	-4.0
57.83	-3.4
57.93	-3.0
58.05	-2.8
58.17	-3.1
58.30	-3.8
58.46	-4.6
58.59	-6.0
58.73	-7.9
58.88	-9.8
59.04	-11.8
59.19	-13.9
59.38	-15.6
59.53	-17.2
59.70	-18.4
59.87	-19.2
60.04	-20.1
60.19	-20.6
60.35	-21.1
60.45	-21.4
60.60	-21.6
60.81	-21.8
61.03	-22.0
61.23	-22.2
61.44	-22.2
61.62	-22.3
61.79	-22.3
61.98	-22.5
62.15	-22.4
62.31	-22.4
62.48	-22.4
62.63	-22.5
62.78	-22.5
62.94	-22.5
63.07	-22.5
63.19	-22.6
63.28	-22.6
63.38	-22.6
63.48	-22.6
63.60	-22.7
63.72	-22.6
63.80	-22.6
63.94	-22.6
64.08	-22.7
64.20	-22.7
64.33	-22.7
64.47	-22.8
64.59	-22.7
64.72	-22.8
64.83	-22.8
64.98	-22.8
65.10	-22.8
65.22	-22.9
65.32	-22.9
65.46	-22.8
65.61	-22.9
65.80	-22.9
65.97	-22.9
66.10	-22.9
66.26	-23.0
66.37	-22.9
66.51	-22.9
66.63	-23.0
66.77	-23.0
66.90	-23.0
