-nan -3
-nan -3
-nan -3.2
-nan -3.2
-nan -3.2
-nan -3.2
-nan -3.2
-nan -3.3
-nan -3.2
-nan -3.2
-nan -3.2
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.3
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.4
-nan -3.3
-nan -3.5
-nan -3.4
-nan -3.3
-nan -3.3
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.4
-nan -3.6
-nan -3.5
-nan -3.5
-nan -3.5
-nan -3.6
-nan -3.6
-nan -3.7
-nan -3.7
-nan -3.6
-nan -3.6
-nan -3.7
-nan -3.6
-nan -3.6
-nan -3.8
-nan -3.8
-nan -3.8
-nan -3.7
-nan -3.7
-nan -3.6
-nan -3.8
-nan -3.8
-nan -3.7
-nan -3.7
-nan -3.7
-nan -3.7
-nan -3.8
-nan -3.8
-nan -3.8
-nan -3.8
-nan -3.9
-nan -3.9
-nan -4
-nan -3.9
-nan -4
-nan -4
-nan -4
-nan -4
-nan -4
-nan -4
-nan -4
-nan -4
-nan -4.1
-nan -4.1
-nan -4.1
-nan -4.2
-nan -4.2
-nan -4.1
-nan -4.1
-nan -4.2
-nan -4.1
-nan -4.1
-nan -4.2
-nan -4.2
-nan -4.3
-nan -4.2
-nan -4.2
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.2
-nan -4.2
-nan -4.4
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.2
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.2
-nan -4.4
-nan -4.3
-nan -4.3
-nan -4.3
-nan -4.2
-nan -4.1
-nan -4
-nan -4
-nan -3.9
-nan -3.8
-nan -3.7
-nan -3.4
-nan -2.9
-nan -2.6
-nan -2.2
-nan -1.4
-nan -0.6
-nan 0.9
-nan 2.1
-nan 3.3
-nan 4.9
-nan 6.9
-nan 8.6
-nan 10.1
-nan 11.1
-nan 11.7
-nan 12.3
-nan 12.9
-nan 13.6
-nan 14.4
-nan 15.1
-nan 15.9
-nan 16.4
-nan 16.8
-nan 17.3
-nan 17.6
-nan 18.2
-nan 19
-nan 19.9
-nan 21
-nan 22.2
-nan 23.2
-nan 24.5
-nan 25.8
-nan 27.1
-nan 28.4
-nan 30.5
-nan 33.1
-nan 35.2
-nan 36.5
-nan 38
-nan 41.3
-nan 46.3
