3.00	-3.0
3.00	-3.0
3.00	-3.2
3.00	-3.2
3.00	-3.2
3.00	-3.2
3.00	-3.2
3.00	-3.3
3.00	-3.2
3.00	-3.2
3.00	-3.2
3.00	-3.3
3.00	-3.3
3.00	-3.4
3.00	-3.3
2.98	-3.3
2.98	-3.3
2.98	-3.3
2.95	-3.3
2.93	-3.3
2.91	-3.3
2.90	-3.3
2.85	-3.3
2.78	-3.4
2.69	-3.3
2.56	-3.4
2.49	-3.4
2.37	-3.3
2.27	-3.3
2.23	-3.4
2.23	-3.3
2.22	-3.3
2.18	-3.4
2.13	-3.4
2.11	-3.4
2.11	-3.4
2.10	-3.3
2.08	-3.3
2.08	-3.4
2.08	-3.4
2.08	-3.4
2.08	-3.4
2.06	-3.4
2.06	-3.4
2.06	-3.3
2.06	-3.4
2.06	-3.3
2.06	-3.3
2.06	-3.4
2.05	-3.4
2.05	-3.3
2.05	-3.4
2.05	-3.4
2.05	-3.4
2.05	-3.3
2.03	-3.4
2.03	-3.4
2.03	-3.4
2.03	-3.5
2.03	-3.4
2.03	-3.3
2.03	-3.5
2.03	-3.4
2.03	-3.3
2.01	-3.3
2.01	-3.4
2.01	-3.4
2.01	-3.4
2.01	-3.4
2.01	-3.4
2.01	-3.4
2.01	-3.4
2.01	-3.5
2.01	-3.5
2.01	-3.4
2.01	-3.4
2.01	-3.5
2.00	-3.5
2.00	-3.4
2.00	-3.4
2.00	-3.4
2.00	-3.5
2.00	-3.5
2.00	-3.5
2.00	-3.4
2.00	-3.4
2.00	-3.5
2.00	-3.4
2.00	-3.5
2.00	-3.5
2.00	-3.5
1.98	-3.5
1.98	-3.4
1.98	-3.4
1.98	-3.5
1.98	-3.5
1.98	-3.4
1.98	-3.5
1.98	-3.5
1.98	-3.5
1.98	-3.5
1.98	-3.5
1.98	-3.5
1.98	-3.4
1.98	-3.6
1.98	-3.5
1.96	-3.5
1.96	-3.5
1.96	-3.6
1.96	-3.6
1.96	-3.7
1.96	-3.7
1.96	-3.6
1.96	-3.6
1.96	-3.7
1.96	-3.6
1.96	-3.6
1.96	-3.8
1.94	-3.8
1.94	-3.8
1.94	-3.7
1.94	-3.7
1.94	-3.6
1.94	-3.8
1.94	-3.8
1.93	-3.7
1.93	-3.7
1.93	-3.7
1.93	-3.7
1.93	-3.8
1.93	-3.8
1.93	-3.8
1.91	-3.8
1.91	-3.9
1.86	-3.9
1.81	-4.0
1.74	-3.9
1.69	-4.0
1.65	-4.0
1.54	-4.0
1.43	-4.0
1.37	-4.0
1.30	-4.0
1.28	-4.0
1.28	-4.0
1.26	-4.1
1.25	-4.1
1.23	-4.1
1.21	-4.2
1.20	-4.2
1.18	-4.1
1.09	-4.1
1.02	-4.2
0.97	-4.1
0.89	-4.1
0.85	-4.2
0.82	-4.2
0.75	-4.3
0.63	-4.2
0.48	-4.2
0.31	-4.3
0.22	-4.3
0.17	-4.3
0.16	-4.2
0.16	-4.2
0.16	-4.4
0.11	-4.3
0.02	-4.3
0.00	-4.3
-0.08	-4.3
-0.15	-4.3
-0.20	-4.2
-0.22	-4.3
-0.24	-4.3
-0.25	-4.3
-0.25	-4.3
-0.25	-4.2
-0.27	-4.4
-0.29	-4.3
-0.30	-4.3
-0.34	-4.3
-0.39	-4.2
-0.42	-4.1
-0.42	-4.0
-0.42	-4.0
-0.44	-3.9
-0.46	-3.8
-0.49	-3.7
-0.54	-3.4
-0.56	-2.9
-0.58	-2.6
-0.63	-2.2
-0.64	-1.4
-0.71	-0.6
-0.81	0.9
-0.88	2.1
-1.04	3.3
-1.22	4.9
-1.32	6.9
-1.39	8.6
-1.41	10.1
-1.43	11.1
-1.44	11.7
-1.44	12.3
-1.46	12.9
-1.46	13.6
-1.48	14.4
-1.50	15.1
-1.51	15.9
-1.51	16.4
-1.51	16.8
-1.53	17.3
-1.55	17.6
-1.56	18.2
-1.58	19.0
-1.58	19.9
-1.60	21.0
-1.61	22.2
-1.63	23.2
-1.63	24.5
-1.63	25.8
-1.65	27.1
-1.67	28.4
-1.68	30.5
-1.68	33.1
-1.68	35.2
-1.70	36.5
-1.70	38.0
-1.72	41.3
-1.72	46.3
-1.72	51.0
-1.72	54.8
-1.72	57.2
-1.73	58.7
-1.73	59.8
-1.73	60.6
-1.73	61.7
-1.73	63.2
-1.73	65.5
-1.73	68.4
-1.73	70.5
-1.73	72.2
-1.75	73.4
-1.75	75.3
-1.75	78.7
-1.77	82.8
-1.78	87.2
-1.80	91.2
-1.80	97.0
-1.80	105.4
-1.82	116.5
-1.82	130.0
-1.84	144.0
-1.84	153.7
-1.85	159.1
-1.85	162.2
-1.85	163.7
-1.85	164.4
-1.87	165.7
-1.89	167.2
-1.94	169.3
-1.97	171.5
-2.01	173.0
-2.02	173.5
-2.06	173.9
-2.11	173.6
-2.16	172.4
-2.24	171.1
-2.28	168.9
-2.30	166.5
-2.31	164.9
-2.33	164.0
-2.41	162.0
-2.60	156.7
-2.74	144.2
-2.79	131.2
-2.79	122.0
-2.79	116.9
-2.81	113.8
-2.82	108.6
-2.82	104.0
-2.84	101.4
-2.86	99.2
-2.86	96.9
-2.87	94.6
-2.87	92.5
-2.87	91.2
-2.87	90.7
-2.87	90.3
-2.87	90.2
-2.87	90.1
-2.87	90.2
-2.87	90.1
-2.87	89.7
-2.89	88.6
-2.89	87.0
-2.91	84.9
-2.94	82.2
-2.96	78.2
-2.96	74.5
-2.96	70.2
-2.98	66.3
-2.98	61.7
-3.03	56.4
-3.11	50.9
-3.18	45.1
-3.20	40.0
-3.20	36.4
-3.21	34.2
-3.21	31.7
-3.21	29.0
-3.23	25.5
-3.27	21.3
-3.28	17.9
-3.28	15.4
-3.28	13.4
-3.28	11.5
-3.30	9.6
-3.30	7.6
-3.30	5.8
-3.30	3.8
-3.30	2.1
-3.30	0.9
-3.30	-0.2
-3.30	-0.6
-3.30	-1.1
